24.9941105668  26.5456699631
35.8301964903  37.500204167
46.5764489262  47.8465091209
57.2311403073  59.4959650315
68.0669906535  70.7111419909
78.7223887667  81.5786696352
89.466363955  94.4445212252
100.212930494  104.443302505
110.958319146  115.745297562
121.709518706  120.618104652
132.454279152  132.615147057
143.195348887  148.695592631
